	index	year	region	review	sentiment	score
292	292	2000	BORDEAUX - WHITE	Summer was if anything too hot to produce nervy wines and most of these were best drunk young, although there are one or two great wines at the top of the tree.	NEGATIVE	0.9495542049407959
293	293	1999	BORDEAUX - WHITE	Some attractive, aromatic Sauvignon Blanc was harvested but the Sémillon fruit was often dilute.	NEGATIVE	0.9973531365394592
294	294	1998	BORDEAUX - WHITE	Attractive wines with no shortage of ripeness.	POSITIVE	0.9998205304145813
295	295	1997	BORDEAUX - WHITE	Rather lacklustre without much depth or personality.	NEGATIVE	0.9998092651367188
296	296	1996	BORDEAUX - WHITE	Like most French 1996 whites, vivacious, crisp wines.	POSITIVE	0.9997819662094116
297	297	1995	BORDEAUX - WHITE	Lots of body and flavour and structure thanks to the warm summer wherever grapes were picked before the mid-September rains.	POSITIVE	0.9995929598808289
298	298	1994	BORDEAUX - WHITE	Potentially superb as fully ripe grapes were again gathered before the rains.	POSITIVE	0.9992694854736328
299	299	1993	BORDEAUX - WHITE	Avoided the rains: generally good, soft and full, sometimes outstanding.	POSITIVE	0.9998461604118347
300	300	1992	BORDEAUX - WHITE	Clearly better than the reds, the best are intense and well-structured.	POSITIVE	0.9998764991760254
301	301	1991	BORDEAUX - WHITE	A difficult year, rather light and most are just too dilute to be interesting.	NEGATIVE	0.9982307553291321
302	302	1990	BORDEAUX - WHITE	Mostly richer, fuller and more complex than 1989, but not very long-lived.	POSITIVE	0.996472954750061
303	303	1989	BORDEAUX - WHITE	Picked too soon, generally light and not a patch on the reds except for Laville-Haut-Brion and Haut-Brion.	NEGATIVE	0.9892269968986511
304	304	2016	BURGUNDY - WHITE	Damaging hailstorms and frost meant that yields are down across the region, by as much as 50% in Chablis. However, what remains is considered good quality in a classic style – that is, without any particular extremes of acid, alcohol, body or fruit concentration.	POSITIVE	0.9861168265342712
305	305	2015	BURGUNDY - WHITE	An early vintage with a very warm, dry summer. Chablis was affected by hail in early September, damaging 300 hectares of vineyard. Lower acidity levels make the wines richer but less precise than the 2014s.	POSITIVE	0.7203954458236694
306	306	2014	BURGUNDY - WHITE	Rather promising wines have emerged from a season that started unusually early after a mild winter and usefully wet early March followed by a very dry spring. Weather during flowering was almost too hot and dry. A cool, damp summer slowed ripening so that a fair quantity of grapes with good acid levels were picked at the usual time.	NEGATIVE	0.9771908521652222
307	307	2013	BURGUNDY - WHITE	A disappointment to Burgundy’s Chardonnay growers who had hoped for higher volumes than 2012. Instead, a short crop thanks to the cold spring was diminished still further by the careful fruit selection required after an erratic summer. All in all, producers intent on quality have acquitted themselves well.	NEGATIVE	0.986737072467804
308	308	2012	BURGUNDY - WHITE	Produced very low volumes of Chardonnay in Burgundy. What there is, however, is being welcomed with cautious enthusiasm. As with the reds, poor quality was expected after such challenging weather conditions, but the first tastings indicated the wines are very good. A triumph against adversity, perhaps?	POSITIVE	0.9994081258773804
309	309	2011	BURGUNDY - WHITE	Less ripe than the previous two vintages, needing chaptalisation in many cases. Chaotic weather made this a tricky vintage overall.	NEGATIVE	0.9927607178688049
310	310	2010	BURGUNDY - WHITE	High acidity, after the more opulent style of the 2009s. A small, ripe crop - although a storm in early September did produce some rot, so sorting was crucial - as ever.	NEGATIVE	0.6570653915405273
311	311	2009	BURGUNDY - WHITE	Good, healthy and high quality across the region. Warm conditions and fairly large yields have given balanced grapes, and most agree 2009 whites are at least on a par with 2005.	POSITIVE	0.999856173992157
312	312	2008	BURGUNDY - WHITE	Challenging climatic conditions abounded throughout the season, leading to high acidity that gives these whites a particular freshness. Challenging, then, but as ever the best producers have made some spectacular wines.	POSITIVE	0.9998288750648499
313	313	2007	BURGUNDY - WHITE	Another challenging summer with no shortage of rain but for once Chardonnay flowered after Pinot Noir and was more reliably saved by the drying winds that arrived in late August. Crisper whites than in 2005 and 2006.	POSITIVE	0.9914113283157349
314	314	2006	BURGUNDY - WHITE	Poor summer was followed by much-needed fine weather in early September producing a relatively consistent crop of early-maturing, quite fleshy whites.	POSITIVE	0.9991341829299927
315	315	2005	BURGUNDY - WHITE	Very concentrated wines that should last much longer than most white burgundy vintages. Promising indeed.	POSITIVE	0.9992595314979553
316	316	2004	BURGUNDY - WHITE	Acid levels are relatively high and these are not massive wines so are best for classicists who like their white burgundy to be quite angular.	POSITIVE	0.9771263003349304
317	317	2003	BURGUNDY - WHITE	A very difficult year with exceptionally low levels of acid, some of them made from grapes that shrivelled rather than ripened. Curious.	NEGATIVE	0.9980072975158691
318	318	2002	BURGUNDY - WHITE	Good quality and quantity.	POSITIVE	0.9998573064804077
319	319	2001	BURGUNDY - WHITE	Erratic weather produced some rot but also some surprisingly good white wines, if not for the long term, as well as some rather thin, disappointing ones. A variable vintage that rewarded those who limited yields. Devastating hail in parts of the Côte Chalonnaise.	POSITIVE	0.9987715482711792
320	320	2000	BURGUNDY - WHITE	Extremely ripe, sometimes too ripe, healthy grapes with fairly good acidity that were able to charm even in their youth. Especially good for Chablis and the Mâconnais.	POSITIVE	0.9997907280921936
321	321	1999	BURGUNDY - WHITE	Large crop ripened by fine weather in late August and early September. Generally slightly crisper than the 2000s and the best may last longer - if they are allowed to.	POSITIVE	0.9967511892318726
322	322	1998	BURGUNDY - WHITE	Everything went wrong: frost, hail, powdery mildew. Respectable, considering.	POSITIVE	0.834942638874054
323	323	1997	BURGUNDY - WHITE	Charming wines for relatively early drinking.	POSITIVE	0.9998615384101868
324	324	1996	BURGUNDY - WHITE	As with the reds, acidity is the keynote. The best-balanced are stunning but some are a bit meagre.	NEGATIVE	0.6633643507957458
325	325	1995	BURGUNDY - WHITE	Very small crop producing wines with real concentration.	POSITIVE	0.999342143535614
326	326	1994	BURGUNDY - WHITE	Generally better than the reds and certainly more consistent, especially the Mâconnais.	POSITIVE	0.9997660517692566
327	327	1993	BURGUNDY - WHITE	A large, ripe harvest struck by rain, so concentration was a problem.	NEGATIVE	0.9860963225364685
328	328	1992	BURGUNDY - WHITE	Balanced, elegant and refined: best from the Côte d’Or rather than Chablis.	POSITIVE	0.999869167804718
329	329	1991	BURGUNDY - WHITE	Rain reduced acidity and concentration, some were delightful but many were dilute.	NEGATIVE	0.9861080646514893
330	330	1990	BURGUNDY - WHITE	Very ripe but yields were just too high for profound wines. Chablis best.	POSITIVE	0.991679847240448
331	331	1989	BURGUNDY - WHITE	A medium-sized crop produced spectacularly rich and horribly expensive wines.	POSITIVE	0.9990701675415039
332	332	1988	BURGUNDY - WHITE	Pretty lean and astringent.	POSITIVE	0.9997609853744507
333	333	1986	BURGUNDY - WHITE	Not as consistent as 1985, but great from reliable growers.	POSITIVE	0.9996790289878845
334	334	1985	BURGUNDY - WHITE	Beautifully balanced, expansive wines.	POSITIVE	0.999877393245697
335	335	1983	BURGUNDY - WHITE	Huge and alcoholic, the few with acidity to balance were spectacular.	POSITIVE	0.9831522107124329
336	336	2016	LANGUEDOC-ROUSSILLON	Generally warm and sunny throughout the summer with usefully fresh nights, though some regions suffered through lack of rainfall, resulting in smaller yields of concentrated juice. However, these dry conditions did at least result in reduced disease pressure, and quality is generally good across reds and whites, with high flavour intensity.	POSITIVE	0.9997753500938416
337	337	2015	LANGUEDOC-ROUSSILLON	The harvest began on 7 August. The hot weather produced plentiful ripeness, and potential quality is considered to be very promising at the top end.	POSITIVE	0.9991730451583862
338	338	2014	LANGUEDOC-ROUSSILLON	The Languedoc experienced cataclysmic hail storms in 2014, seriously compromising yield, but the Roussillon fared better and looks to have produced wines of balance, concentration and complexity at relatively low alcohol levels. Early start to the season but a cool, humid summer delayed harvest to average dates. Exceptionally productive Grenache after the coulure of 2013.	POSITIVE	0.9952613711357117
339	339	2013	LANGUEDOC-ROUSSILLON	A tricky vintage in the south of France with yields of coulure-afflicted Grenache down 50-60%. Syrah, Mourvèdre, Carignan fared better and an Indian summer compensated for the cold wet spring, bringing the grapes to full ripeness. Cooler conditions generally resulted in fresher than usual whites from Viognier, Vermentino and Roussanne.	POSITIVE	0.9944248199462891
340	340	2012	LANGUEDOC-ROUSSILLON	Described as the worst the Languedoc has seen for 22 years. Yields were low thanks to drought at one stage and mildew at another. Late, uneven ripening resulted in wines without fully developed varietal character in many instances. It certainly was not a complete disaster but overall the feeling is one of disappointment.	NEGATIVE	0.999591588973999
341	341	2011	LANGUEDOC-ROUSSILLON	A rainier year meant that volumes were finally back to normal after three lean years - however, it also created a problem with rot in the vineyards. A difficult year but one that has produced some very well balanced, successful reds.	POSITIVE	0.9995360374450684
342	342	2010	LANGUEDOC-ROUSSILLON	Quantity is down - again - but quality is good, with minimal rot thanks to dry, windy conditions in August and September.	POSITIVE	0.9986107349395752
343	343	2009	LANGUEDOC-ROUSSILLON	A warm and smaller than average year, especially for whites. Quality is very high quality across the region.	POSITIVE	0.999841570854187
344	344	2008	LANGUEDOC-ROUSSILLON	Variable weather and drought in the summer made this a challenging year, but has created some concentrated, fruity and aromatic reds.	POSITIVE	0.9993715286254883
345	345	2007	LANGUEDOC-ROUSSILLON	Very cool, grey summer left grapes struggling to ripen properly.	NEGATIVE	0.9610798954963684
346	346	2006	LANGUEDOC-ROUSSILLON	Relatively soft wines for medium-term drinking.	POSITIVE	0.9838335514068604
347	347	2005	LANGUEDOC-ROUSSILLON	Almost great but rain at harvest time diluted the potential somewhat.	NEGATIVE	0.980513334274292
348	348	2004	LANGUEDOC-ROUSSILLON	Traditional growing season. Very good, well-balanced wines that lasted well.	POSITIVE	0.9998717308044434
349	349	2003	LANGUEDOC-ROUSSILLON	The heatwave resulted in some very strange musts with such low acids and such high sugars than some fermentations got stuck, resulting in sweetish wines. Definitely not for the long term.	POSITIVE	0.9633947610855103
350	350	2002	LANGUEDOC-ROUSSILLON	Extremely variable. An unusually grey summer ended with disastrous floods in the Gard _département _in the far east of the region although many growers in the hills managed to make good wine.	NEGATIVE	0.997970461845398
351	351	2001	LANGUEDOC-ROUSSILLON	Summer was so hot and dry that some vines shut down and stopped ripening. Rain in September was a relief for those who picked after it although the wines picked too early may be uncomfortably tough. White wines are particularly concentrated.	POSITIVE	0.9878066182136536
352	352	2000	LANGUEDOC-ROUSSILLON	Devastating floods in November 1999 damaged some vineyards, as did storms in June and July but the summer was warm and dry (though not excessively so) and was followed by a prolonged harvest with some very good quality wine. Lovely, round, supple wines with ripe tannins.	POSITIVE	0.9997003078460693
353	353	1999	LANGUEDOC-ROUSSILLON	An exceptionally dry winter was followed by heavy rainfall, and some hail in Roussillon, at the end of April. Wines are respectable but not as exciting as the vintages immediately before and after.	NEGATIVE	0.9742714166641235
354	354	1998	LANGUEDOC-ROUSSILLON	Very good, small crop.	POSITIVE	0.9998587965965271
355	355	1997	LANGUEDOC-ROUSSILLON	Large crop, difficult season.	NEGATIVE	0.9862180352210999
356	356	1996	LANGUEDOC-ROUSSILLON	Large crop and a rainy summer which affected reds more than whites.	POSITIVE	0.9834693670272827
357	357	1995	LANGUEDOC-ROUSSILLON	Excellent ripeness and concentration in reds, especially in the hills.	POSITIVE	0.9998286366462708
358	358	1994	LANGUEDOC-ROUSSILLON	Probably France's most successful region: a small crop with real richness and concentration.	POSITIVE	0.9998664855957031
359	359	1993	LANGUEDOC-ROUSSILLON	After a wonderful summer this was an exciting vintage.	POSITIVE	0.9998779892921448
360	360	1992	LANGUEDOC-ROUSSILLON	Irregular quality inevitable after localised autumn downpours.	NEGATIVE	0.9988112449645996
361	361	1991	LANGUEDOC-ROUSSILLON	A really outstanding year of rich, dense and big-structured wines, especially in Roussillon.	POSITIVE	0.9998791217803955
362	362	1990	LANGUEDOC-ROUSSILLON	Generous weather gave excellent wines that were fruity and delicious.	POSITIVE	0.9998831748962402
363	363	2016	NORTHERN RHÔNE	Hail in April damaged some of the crop in Hermitage, meaning yields are reduced – though quality isn’t necessarily compromised. Indeed, there is a lot of enthusiasm for both reds and whites, despite some tricky weather throughout the year. Alcohol levels are in general slightly lower than in 2015.	NEGATIVE	0.786182701587677
364	364	2015	NORTHERN RHÔNE	Universally viewed as a vintage with top quality potential. Guigal will produce their special Condrieu cuvée Luminescence for only the third time (previous vintages were 1999 and 2003). For reds, maintaining freshness and avoiding over-extraction is the key to quality with such ripe fruit.	POSITIVE	0.999736487865448
365	365	2014	NORTHERN RHÔNE	A challenging growing season for reds in which grapes struggled to reach full maturity and particularly vigilant sorting was required thanks to the Drosophila suzukii fruit fly. A successful flowering resulted in a decent crop, swollen in many cases by rain during the summer and red wine harvest. Whites fared better and benefited from a late rush to maturity but retained good acid levels. Reds likely to be for relatively early drinking.	POSITIVE	0.997917652130127
366	366	2013	NORTHERN RHÔNE	Very promising reds which may well have excellent longevity. Despite a slow start and problems with mildew in June, the 2013 growing season came good with fine warm days and cool nights throughout the summer. Rain prompted a speedy harvest (one of the latest ever).	POSITIVE	0.9996768236160278
367	367	2012	NORTHERN RHÔNE	Looks good for the Rhône, against the trend of the year in Europe at large. It is defined by lower than average potential alcohol – indeed some chaptalisation was practised. Acidities are also generally below the norm, while tannins are more pronounced than in 2011.	NEGATIVE	0.9888567924499512
368	368	2011	NORTHERN RHÔNE	Untimely rain in early September diluted what was otherwise a very promising crop. Quality still good, but certainly not at the level of 2010 or 2009.	NEGATIVE	0.6461979150772095
369	369	2010	NORTHERN RHÔNE	Low yields of exceptionally good quality. One of the very best years in the northern Rhône - possibly the best in history!	POSITIVE	0.9996479153633118
370	370	2009	NORTHERN RHÔNE	Warmer and drier than average: volumes were down and harvest was early. Ripening was quick but complete, and quality looks to be very good.	POSITIVE	0.9995978474617004
371	371	2008	NORTHERN RHÔNE	Lots of rain gave a disappointing and dilute vintage. Some producers opted not to make their top wines at all. Largely best to avoid.	NEGATIVE	0.9983110427856445
372	372	2007	NORTHERN RHÔNE	Very wet spring, a patchy summer but the vintage was saved by decent weather in September.	POSITIVE	0.9929644465446472
373	373	2006	NORTHERN RHÔNE	Very promising. As elsewhere in France, the region experienced a very mixed August but a warm September seems to have resulted in an excitingly high success rate.	POSITIVE	0.9998341202735901
374	374	2005	NORTHERN RHÔNE	As successful as elsewhere in France. A long term prospect which may rival 1990.	POSITIVE	0.9995241761207581
375	375	2004	NORTHERN RHÔNE	A welcome return to normal temperatures but this post-2003 heatwave crop was not generous and wines have developed fast.	POSITIVE	0.9792299866676331
376	376	2003	NORTHERN RHÔNE	Some exceptional heatwave wines with enormous concentration and, we hope, a long and glorious life ahead.	POSITIVE	0.9998583793640137
377	377	2002	NORTHERN RHÔNE	Poor weather at flowering dramatically reduced the potential crop and paved the way for a thoroughly horrid summer resulting in rotten, unripe grapes. Some growers declassified a large proportion of them although the odd late-picked bottling may surprise. Reds should have been drunk. Good white wines though.	NEGATIVE	0.9991533756256104
378	378	2001	NORTHERN RHÔNE	One of the most successful regions in France in 2001. Almost as good as 1999 if more elegant and less concentrated than 2000.Very respectable levels of ripeness and good acidity and ripe tannins to support them.	POSITIVE	0.9997916221618652
379	379	2000	NORTHERN RHÔNE	Good to very good if overshadowed by its predecessor. August was hot with heavy rain on 21 August. September enjoyed exceptionally fine weather allowing a particularly prolonged harvest. Both red and white wines are very charming.	POSITIVE	0.999838650226593
380	380	1999	NORTHERN RHÔNE	Exceptional quality. A sunny harvest saw good quantities of healthy grapes - a cause for real celebration in the northern Rhône. Quality is at least as good as 1998 (some compare it with 1947) and the quantity was much higher.	POSITIVE	0.9997445344924927
381	381	1998	NORTHERN RHÔNE	Very dry summer stressed the vines. Some tough wines for the long term.	NEGATIVE	0.978287398815155
382	382	1997	NORTHERN RHÔNE	Early maturing, soft wines from an early harvest.	POSITIVE	0.9991390705108643
383	383	1996	NORTHERN RHÔNE	Solid, unexciting but ready and competently made.	POSITIVE	0.999866247177124
384	384	1995	NORTHERN RHÔNE	Very promising vintage which is just starting to come round at the top end.	POSITIVE	0.9994771480560303
385	385	1994	NORTHERN RHÔNE	All-too familiar autumn rains before the fruit could ripen.	NEGATIVE	0.9993095993995667
386	386	1993	NORTHERN RHÔNE	A great summer then rain, hail and mildew, so light, soft wines are the rule.	POSITIVE	0.9984323382377625
387	387	1992	NORTHERN RHÔNE	Heavy September rains gave a mixed bag of early-drinking wines.	POSITIVE	0.6017176508903503
388	388	1991	NORTHERN RHÔNE	A good vintage, superb in Côte-Rôtie: fragrant, forward and charming.	POSITIVE	0.9998857975006104
389	389	1990	NORTHERN RHÔNE	The heatwave slowed ripening. Côte-Rôtie suffered but the Hermitage hill produced some monster wines destined for a very long life.	NEGATIVE	0.5975328087806702
390	390	1989	NORTHERN RHÔNE	A drought year, irregular in Cornas, otherwise rich and opulent.	POSITIVE	0.9953040480613708
391	391	1988	NORTHERN RHÔNE	Unfairly overshadowed by 1989 and 1990, with majestic Côte-Rôties for long ageing.	NEGATIVE	0.9805763363838196
392	392	1986	NORTHERN RHÔNE	Guigal's wines are the exception to a rather lean, charmless year.	NEGATIVE	0.9505826234817505
393	393	1985	NORTHERN RHÔNE	Opulent and soft, these wines were delicious but have matured relatively early.	POSITIVE	0.9995877742767334
394	394	1983	NORTHERN RHÔNE	Outstanding muscular wines now ready to drink.	POSITIVE	0.9997817873954773
395	395	1979	NORTHERN RHÔNE	Lovely soft, elegant and balanced wines that should now have been drunk.	POSITIVE	0.9995411038398743
396	396	1978	NORTHERN RHÔNE	A sensational year, highly aromatic, complex and big-framed. Now very rare.	POSITIVE	0.9998306632041931
397	397	2016	GERMANY	High rainfall in early summer created serious disease pressure, especially in Nahe and Mosel. What with late frost and hail, prospects for the 2016 harvest did not look good. However, the weather improved from July onwards and the overall quality is good, while the wines tend to be lower in alcohol and higher in acidity than 2015.	POSITIVE	0.969822347164154
398	398	2015	GERMANY	Yields across the country met the ten-year average, though they varied from region to region. In the Mosel, for instance, quality is especially promising but yields were 8% down on 2014. The Rheingau is also tipped for excellence, while reds from Baden are expected to be powerful and dark.	NEGATIVE	0.972281277179718
399	399	2014	GERMANY	‘Too cold and too wet’ is the general summary for Germany in 2014. Yields were higher than the much smaller preceding vintage, but quality is surmised as 'good, bad and ugly' by Michael Schmidt, with the proviso that the better producers are inevitably the better performers.	NEGATIVE	0.9808140397071838
400	400	2013	GERMANY	A chill spring and fine, mild summer gave way to wet weather in September and October which proved many producers’ undoing. Astute vineyard management was essential to coax grapes to ripeness and avoid rot. Low yields and fair quality across the board.	NEGATIVE	0.9334925413131714
401	401	2012	GERMANY	A cool, wet summer in Germany, saved by late warmth in September and October. Yields were overall in line with long term averages, although the Mosel lost up to 25% of its crop. Quality is widely agreed to be very good indeed, and possibly the best vintage in recent memory for Spätburgunder. Dry Rieslings are excellent too, but noble sweet wines are in even smaller supply than usual.	POSITIVE	0.9995194673538208
402	402	2011	GERMANY	Extremely good quality, with yields back at average after two more depressed years. There is palpable excitement about these wines, with top quality examples across the board from trocken Riesling and Spätburgunder and record-breaking noble whites.	POSITIVE	0.9998226165771484
403	403	2010	GERMANY	A tricky, high-acid vintage, with low sunshine and high rain. Despite this, July was extremely hot, skewing the average temperature to well above average. Yields were devastated, but Riesling quality is nonetheless promising when in expert hands.	POSITIVE	0.9991276264190674
404	404	2009	GERMANY	Amongst the greatest vintages, 2009 is proving very alluring at a very early stage. The growing season was dry, warm and reliable. The wines are ripe and appealing but 12% down on volume compared to 2008.	POSITIVE	0.9996638894081116
405	405	2008	GERMANY	A very late-ripening vintage marked by cool autumn temperatures. Acidities are therefore high, and only the best-exposed sites produced truly great wines. Very few botrytis wines were made, but there was a reasonable crop of Eiswein.	POSITIVE	0.9965911507606506
406	406	2007	GERMANY	Unusual vintage during which a hot April and record early flowering was followed by a very cool summer but then the grapes were ripened, after a suitably extended growing season, by a very fine autumn. A distinct shortage of Kabinett.	NEGATIVE	0.893639862537384
407	407	2006	GERMANY	A less than glorious summer and autumn rain bounced many growers into picking earlier than they would have liked, as rampant rot threatened. Very careful selection was needed and it is even more important than usual to stick to the top producers.	POSITIVE	0.966731071472168
408	408	2005	GERMANY	Exceptional vintage combining the luscious fruit of 2003 with the minerality and structure of 2004. Quantities were low but, to compensate growers financially, noble rot took hold very rapidly in the autumn so that large quantities of Beerenauslese and TBA were made, of especial note in the Saar.	POSITIVE	0.9878337979316711
409	409	2004	GERMANY	Yet again autumn rescued the wines after a less than wonderful summer. Yields were relatively high but the wines have good crisp acidity and fine focus. Start drinking these around 2008.	POSITIVE	0.9996708631515503
410	410	2003	GERMANY	Uncomfortably hot year for the Riesling vine, and even more of an assault on varieties such as Grauburgunder and Weissburgunder with their naturally lower acid levels. But some exceptional wines were made at the top of the tree.	POSITIVE	0.9983239769935608
411	411	2002	GERMANY	German growers were in general much happier than their French counterparts throughout the summer but many were finally caught out by rain before harvest in October which meant that very few wines above Auslese quality resulted and the rather soft wines have aged relatively rapidly.	NEGATIVE	0.9902734756469727
412	412	2001	GERMANY	A very great, long-term vintage with remarkable levels of both grape ripeness (thanks to a wonderful Indian summer) and acidity (thanks to a nerve-wrackingly wet but cool September). A high proportion of botrytised sweet wines were made - in fact there was such a shortage of basic QbA wine that considerable amounts were declassified to satisfy market demand.	POSITIVE	0.986758828163147
413	413	2000	GERMANY	Very difficult vintage. Early optimism was finally dashed by September rains which severely compromised the health of the grapes. In many cases the earliest-picked grapes were the best because they were the least affected by rot. Early-picked Spätburgunders were relatively unscathed.	NEGATIVE	0.9927018880844116
414	414	1999	GERMANY	Everything was going so well...until the rains which began on 20 September and continued throughout the harvest. Careful selection was needed and in some cases yields were too high for real quality. Acids were generally low but some delicious wines for relatively early drinking were made by the best producers.	POSITIVE	0.9938515424728394
415	415	1998	GERMANY	Despite a wet growing season the wines showed vibrant acidity and bright fruit. Eiswein was made in some quantity.	POSITIVE	0.9997880458831787
416	416	1997	GERMANY	Early, large crop of very attractive wines – generally clustered around Spätlese level of ripeness, although there are some lovely Mosel Auslesen.	POSITIVE	0.9981257319450378
417	417	1996	GERMANY	Attractive, lightish Mosels and southern wines with more stuffing. A very good year for Eiswein.	POSITIVE	0.9997772574424744
418	418	1995	GERMANY	An unusually warm summer was followed by a cold, wet late August and September so that the bulk of wine produced was rather ordinary, but the late, great Riesling showed its stuff in the Mosel after a very warm October.	NEGATIVE	0.6575292348861694
419	419	1994	GERMANY	Horribly variable, but Riesling showed its class with superb quality from the good estates.	POSITIVE	0.9997966289520264
420	420	1993	GERMANY	A nerve-racking year. Rain hit the early harvests but patient growers picked grapes with welcome botrytis. Some fine wines still showing well.	POSITIVE	0.9994258284568787
421	421	1992	GERMANY	Not bad, particularly in the Rhine. Estates had to control yields to overcome dilution from the rains and maintain balance.	POSITIVE	0.988058865070343
422	422	1991	GERMANY	Ripe, crisp, even slightly austere wines, just the stuff for Kabinetts!	POSITIVE	0.9996918439865112
423	423	1990	GERMANY	Europe's wonder year: a perfect autumn with plenty of late-picked sweet wines after a botrytis bonanza.	POSITIVE	0.9998267292976379
424	424	1989	GERMANY	A phenomenal harvest. The late-harvested Rieslings show profound complexity. Probably best in the Mosel.	POSITIVE	0.9996500015258789
425	425	1988	GERMANY	Overshadowed by two remarkable years, this is still an excellent vintage of elegance and fruit.	POSITIVE	0.9998845458030701
426	426	1985	GERMANY	Classy and stylish, these show how well Riesling ages.	POSITIVE	0.9997816681861877
427	427	2016	PIEMONTE	Piemonte produced excellent quality wine in 2016, with ripeness to match the very good 2015 but firmer tannin and higher acidity. Ideal harvest conditions allowed the Nebbiolo to ripen fully, and yields were higher than average too. Arneis also fared well, producing precise, juicy white wines.	POSITIVE	0.9996823668479919
428	428	2015	PIEMONTE	An exceptional vintage thanks to healthy grapes and exceptionally regular bunches. A very cold winter with plenty of snow and a protracted cool and rainy spring replenished the water tables, much needed during a July that was the hottest ever on record. The vintage shows great promise, even if some grapes were relatively low in acidity.	POSITIVE	0.9997853636741638
429	429	2014	PIEMONTE	The second year in a row when a wet, cool spring followed a very wet winter. Mid May saw temperatures soar, resulting in a regular and quick fruit set that seemed to promise an early harvest and generous yield. But the weather changed to cool and very wet from early July with some violent hailstorms, notably in the commune of Barolo, dashing all hopes of a great vintage. Quality is expected to be irregular, but those who dared to delay harvest were rewarded with a sound, if notably small, crop of Nebbiolo. Likely to be a light year with limited cellaring potential.	NEGATIVE	0.9288806319236755
430	430	2013	PIEMONTE	Incessant rain during winter and spring delayed budbreak and opened the door to fungal diseases, although many vineyards were too waterlogged for tractors. From mid July temperatures shot up and remained high during August, albeit with cooler nights. September was very sunny and dry, but the growing cycle was still two weeks late, necessitating a delayed harvest. The prognosis is for a vintage similar in quality to the already legendary 2010s.	NEGATIVE	0.9049859046936035
431	431	2012	PIEMONTE	An unusually hot summer unexpectedly resulted in Nebbiolos with low alcohol levels and high acidity. A very cold February with an abundance of snow helped to replenish water tables. Prolonged cool weather, well into April, protracted budbreak by two weeks. The weather became more regular, with a warm July, only to be interrupted by several hailstorms destroying the crop in several vineyards in Novello. August turned out to be exceptionally hot with temperatures rising well above 40 ºC, causing vines to shut down and halting the growing cycle. Rain at the end of August cooled things down and restarted (slow) ripening. A dry autumn allowed a delayed harvest. The best wines show acidic nerve, balance and freshness. Overall a light vintage but with several excellent wines on the top level.	NEGATIVE	0.9030981659889221
432	432	2011	PIEMONTE	A very hot year which has nevertheless resulted in some very good, supple, ripe but not stewed wines, even if at times the higher alcohol (15% and sometimes more) make some of them unbalanced. A very warm April set expectations for a harvest a full four weeks earlier than usual. A distinctly cool June and July slowed the growing cycle down considerably, but August was so hot that Dolcetto raisined on the vine. Rain at the beginning of September accelerated ripening again. Cool nights saved Nebbiolo from overripeness, yet harvest was still a full two weeks earlier than the norm.	POSITIVE	0.810452401638031
433	433	2010	PIEMONTE	A wet spring caused irregular fruit set and was followed by an early summer with lots of rain. While Dolcetto suffered most from the short, cool growing season, Nebbiolo proved resilient thanks to its small berries and thick skins. August proved hot, but cool nights helped retain acidity. Some cooling rain in early September ensured a slow but steady development in the berries. Irregular fruit set meant that some producers had to do a severe selection during harvest, but the overall result is considered outstanding: a classic vintage with plenty of acidity, firm but ripe tannins and near-perfect balance in many wines.	POSITIVE	0.9995741844177246
434	434	2009	PIEMONTE	A cold winter with lots of rain and snow delayed the start of the growing cycle. An unusually warm spring, however, encouraged a rapid budbreak and regular fruit set. It was still warm in June but a wet July increased fungal pressure in the vineyards and reduced yields in some cases. August was extremely hot and dry and the weather remained like this until mid September. The lack of rain caused water stress and vines to shut down. All this let to wildly irregular weather patterns throughout the region with some Barbera being picked before the early-ripening Dolcetto. Malic acid levels were overall below average, while the tannins did not always ripen fully. Quality is irregular, with excellence next to mediocrity, but hardly any of the wines show the stewed and dried-fruit flavours of the equally torrid 2003 vintage.	NEGATIVE	0.9972047805786133
435	435	2008	PIEMONTE	Overshadowed by the plush 2007 wines from a hot vintage, 2008’s austerity was not immediately recognised as the stuff great vintages are made of. Although not without challenges to the growers, a long and cool growing cycle resulted in healthy, thick-skinned Nebbiolo grapes full of extract and high sugar levels, balanced by great acidity. Although in most cases the tannins are still unyielding, these powerful wines have all the ingredients for a significant gain in complexity and depth over years to come.	POSITIVE	0.9982812404632568
436	436	2007	PIEMONTE	Hail and arid conditions resulted in a low-yielding year, but of good quality fruit.	POSITIVE	0.998369038105011
437	437	2006	PIEMONTE	A coolish summer was followed by an Indian summer punctuated by two bouts of rain but the grapes were healthy enough to withstand them. Promising.	POSITIVE	0.9995406270027161
438	438	2005	PIEMONTE	Reduced crop of decent but unremarkable wines for medium term drinking.	NEGATIVE	0.9902846813201904
439	439	2004	PIEMONTE	Very promising with few extremes of weather and well balanced wines.	POSITIVE	0.999833345413208
440	440	2003	PIEMONTE	As elsewhere, the heatwave shrivelled grapes and resulted in some unbalanced musts although the oldest vines in Barolo and Barbaresco managed to withstand the weather and yield some exceptional wines.	NEGATIVE	0.970776379108429
